Title,Authors,Text,Image,Videos,Link,Published_Date
"Video: Trump Slams ‘Dishonest, Fake’ Media For Using ‘Anonymous Sources’ To Smear Him","['Steve Watson', 'Infowars.Com -']","President Trump took a customary swipe at the media during a rally in Montana Thursday night, telling a huge crowd that his detractors in the media are “damn dishonest,” and describing them as “really bad people”.

“I see the way they write,” Trump bellowed.

“They’re so damn dishonest. And I don’t mean all of them. Because some of the finest people I know are journalists. Really. Hard to believe when I say that. I hate to say it but I have to say. But 75% of those people are downright dishonest. Downright dishonest.” the President continued.

Trump then specifically addressed the media’s use of the term ‘anonymous sources’ in articles and coverage designed to put him in a bad light.

“They’re fake. They’re fake,” he said. “They quote sources. ‘A source within the Trump organization said.’ A source. They don’t have a source. They never use names anymore”

“The old days, you have to use names. ‘Jim Smith said that Donald Trump is a bad guy.’ They don’t do that anymore. They say ‘a source within the administration.’” The President added.

“They make the sources up. They don’t exist in many cases. I saw one of them said 15 anonymous sources. I don’t have 15 people — forget it. 15 anonymous sources have said all source of stuff. These are really bad people.” Trump declared.

During the same rally, Trump addressed the protester who attempted to scale the Statue of Liberty on July 4th, prompting an evacuation. Trump called the protester a ‘clown’.

“I would’ve said, 'let’s get some nets and wait till she comes down,'” Trump says of “that clown” protesting migrant family separations on the Statue of Liberty over the Fourth of July #tictocnews pic.twitter.com/yWtOde2Qze — TicToc by Bloomberg (@tictoc) July 5, 2018

“You saw that clown yesterday on the Statue of Liberty, you saw those clowns that went up there,” Trump said, adding “I wouldn’t have done it.”

“I would have said let’s get some nets, we’ll wait ’til she….just get some nets,” he continued.

Trump also took a swipe at Elizabeth Warren, a potential 2020 opponent, saying that he’d provide her with a DNA test, to determine her ancestry.

“We will take that little kit and say — but we have to do it gently. It’s the ‘Me Too’ generation, so we have to be very gentle. And we will gently take the kit and slowly toss it, hoping it didn’t hit her and injure her arm. Even though it weighs only 2 ounces,” Trump said.

“And we will say we will give $1 million to your favorite charity, paid for by Trump, if you take the test and it shows you are an Indian.” the President added.

The full speech can be viewed below:",https://www.infowars.com/wp-content/uploads/2018/07/Trump-1.jpg,"['https://www.youtube.com/embed/FuZTM4Ww1Rk', 'https://www.youtube.com/embed/CgMF7ngs5Ac', 'https://www.youtube.com/embed/caJqf2jFZzg']",https://www.infowars.com/video-trump-slams-dishonest-fake-media-for-using-anonymous-sources-to-smear-him/,2018-07-06 06:32:04-05:00
Dershowitz: Anti-Trump Woman Threatened to “Stab Me Through the Heart”,['Paul Joseph Watson'],"During an appearance on Tucker Carlson’s show last night, lawyer Alan Dershowitz revealed that a woman at a party in Martha’s Vineyard threatened to stab him in the heart because he doesn’t support impeaching Donald Trump.

“At a party this week on Martha’s Vineyard, a woman said if Dershowitz were here tonight, I’d stab him through the heart,” said the Harvard Law School professor.

“This is a Martha’s Vineyard woman saying she would stab me through the heart,” he emphasized.

Alan Dershowitz said a woman at a party in Martha’s Vineyard threatened to stab him in the heart because he didn't support impeaching Donald Trump.https://t.co/g2Po08SI8r pic.twitter.com/BHYymC0Ty8 — Paul Joseph Watson (@PrisonPlanet) July 6, 2018

The context of the discussion was how Dershowitz has been shunned by liberals, despite holding on to his classical liberal principles, simply because he doesn’t support the impeachment of Donald Trump. He was also attacked by MSNBC’s Joe Scarborough as being a puppet of Vladimir Putin.

The anecdote is another illustration of how the left’s hysterical tone in regard to the Trump administration’s policies is causing some on the left to speak and act out in unhinged ways.

Dershowitz went on to blame Professor Nicholas Negroponte for, “Leading the campaign to try to get other people to shun me in every way and not to engage with me,” before asserting that such individuals were “losing” because Americans “can’t stand people who try to stop speech and try to stop debate.”

“The Democrat Party has been taken over by radicals who have no interest in due process….they don’t want any dissent, they don’t want any argument,” said Dershowitz, adding that professors like Negroponte telling students not to engage with people they disagree with is a “terrible reflection of what’s going on in the United States of America.”

Dershowitz then challenged Scarborough to have him on his show, stating, “Let’s see if he has the guts to put me on his show so I can tell his viewers the truth.”

SUBSCRIBE on YouTube:

Follow on Twitter: Follow @PrisonPlanet

Facebook: https://www.facebook.com/paul.j.watson.71

*********************

Paul Joseph Watson is the editor at large of Infowars.com and Prison Planet.com.",https://www.infowars.com/wp-content/uploads/2018/07/060718dershowitz.jpg,[],https://www.infowars.com/dershowitz-anti-trump-woman-threatened-to-stab-me-in-the-heart/#disqus_thread,2018-07-06 06:59:55-05:00
"US Adds 213,000 Jobs In June, Better Than Expected",[],"The employment part of the economy continued to power forward in June, adding another 213,000 jobs though the unemployment rate rose to 4 percent, according to a government report Friday.

Economists surveyed by Reuters had expected a nonfarm payrolls gain of 195,000 and the jobless rate to hold steady at 3.8 percent, which had been tied for the lowest since 1969.

Another solid month of job gains provided little help to wages. In addition to the payroll gains, average hourly earnings rose 2.7 percent year over year, a bit below expectations of a 2.8 percent increase.

Read more",https://www.infowars.com/wp-content/uploads/2018/07/Worker.jpg,['https://www.youtube.com/embed/7ZQdRrvMQTc'],https://www.infowars.com/us-adds-213000-jobs-in-june-better-than-expected/#disqus_thread,2018-07-06 06:31:27-05:00
Poll: Immigration top issue for voters ahead of midterms,['John Bowden'],"Americans are mostly likely to select concerns about immigration policy as the most important issue to them ahead of November’s midterm elections, according to a survey released Thursday.

A Reuters/Ipsos poll found that 15 percent of registered voters say that immigration is their biggest concern, topping economic performance and healthcare.

That number is much higher among Republicans, with 26 percent of GOP voters citing immigration as their major concern while just 7 percent of Democrats said the same.

Read more",https://www.infowars.com/wp-content/uploads/2018/06/6-20-18-border.jpg,[],https://www.infowars.com/poll-immigration-top-issue-for-voters-ahead-of-midterms/,2018-07-06 09:50:22-05:00
Trump to OPEC: ‘Reduce pricing now!’,[],"U.S. President Donald Trump again accused the Organization of the Petroleum Exporting Countries of driving gasoline prices higher on Wednesday and urged the oil producer group to do more.

“The OPEC Monopoly must remember that gas prices are up & they are doing little to help. If anything, they are driving prices higher as the United States defends many of their members for very little $’s. This must be a two way street. REDUCE PRICING NOW!” Trump wrote on Twitter.

The Republican president has lashed out at OPEC in recent weeks. Rising gasoline prices could create a political headache for Trump before November mid-term congressional elections by offsetting Republican claims that his tax cuts and rollbacks of federal regulations have helped boost the U.S. economy.

Read more",https://www.infowars.com/wp-content/uploads/2018/04/4-26-18-oil.jpg,[],https://www.infowars.com/trump-to-opec-reduce-pricing-now/,2018-07-05 08:04:07-05:00
"Watch Live: Democrats Openly Launch Civil War In Attempt To Collapse US Border, Ending America",['Infowars.Com -'],"Get Informed

Sign up for our free newsletter so that you can get around the censors no matter how much they try to block our information. Get up-to-the-minute news updates, videos, and other exclusives.",https://www.infowars.com/wp-content/uploads/2016/01/Handupamerica-1.jpg,[],https://www.infowars.com/watch-live-let-the-trade-wars-begin-china-hits-back-with-tariffs/#disqus_thread,2018-07-06 08:11:57-05:00
Korean Media: Pompeo to Give Kim Jong Un ‘Rocket Man’ CD from Trump,['Mikael Thalen'],"U.S. Secretary of State Mike Pompeo has brought to Pyongyang an Elton John CD featuring the song “Rocket Man” as a gift for North Korean leader Kim Jong Un, South Korean media reports.

The idea for the gift, which has allegedly been autographed by U.S. President Donald Trump, came during the summit in Singapore last month when Kim revealed he had never heard the song, a diplomatic source in Washington told The Chosun Ilbo.

Trump, who also reportedly sent a letter for Kim alongside the CD, is said to have remembered the discussion prior to Pompeo’s departure Friday.

“Sources in Washington said the gifts reflect Trump’s expectations that Kim will follow through on the pledges in an agreement the two signed at their summit,” The Chosun Ilbo adds.

When asked about the alleged CD Friday, Pompeo declined to confirm or deny the gift’s existence to reports.

Pompeo and a U.S. delegation will spend two days in North Korea in an attempt to get Pyongyang to begin taking steps towards dismantling its nuclear program.

Although Kim agreed to “work towards the complete denuclearization of the Korean Peninsula” during last month’s summit, experts warn that the vague promise, similar to others made in the past, lacks specificity.

Commercial satellite imagery taken before and after the summit shows North Korea has continued to expand the Yongbyon Nuclear Research Facility and a key missile production site.

U.S. intelligence assessments also allege Pyongyang has continued to produce support equipment and launchers for one of its ballistic missiles as well as nuclear weapons fuel at multiple secret sites.

“Work is ongoing to deceive us on the number of facilities, the number of weapons, the number of missiles,” one U.S. official told NBC News.

When asked this week whether North Korea is trying to hide its nuclear weapons program, Trump suggested to reporters that only time will tell.

“We’ll see. We’ll see,” the president said. “All I can tell you is this. You haven’t had one missile launch and you haven’t had one rocket launch.”

Got a tip? Contact Mikael securely: keybase.io/mikaelthalen

Follow @MikaelThalen",https://www.infowars.com/wp-content/uploads/2018/07/rocket-man.jpg,[],https://www.infowars.com/korean-media-pompeo-to-give-kim-jong-un-rocket-man-cd-from-trump/#disqus_thread,2018-07-06 08:50:05-05:00
FLASHBACK: Leftists Protest ICE Agents Busting Child Sex Ring,['Adan Salazar'],"When residents in an Oakland neighborhood saw one of their fellow neighbors being raided by ICE, they rallied outside the home to protest the arrest.

WATCH: Democrats protest ICE while they bust a human trafficking ringpic.twitter.com/NpkVQgSAiR — Wired Sources (@WiredSources) July 4, 2018

Demonstrators waved a banner stating, “We love our neighbors.” One woman carried a sign that said, “No person is illegal,” while admitting to reporters she had no idea what agents were up to in the community. Others chalked the sidewalk, writing, “OPD is a disgrace.”

“ICE is not welcome in this country,” one neighbor told KPIX.

As it turns out, however, ICE was not carrying out an immigration raid, but instead executing a federal warrant in connection with a child sex trafficking network.

“People were seen being taken away from the home, including at least one person covered by a blanket and led to a waiting car by unidentified people in plain clothes,” reported CBS San Francisco.

Nothing screams Democrat resistance as much as protesting ICE while they raid and break up a Child Sex Trafficking ring. The democrats are lost… all they have left is hate. #walkaway https://t.co/s1OSfWtaH2 — Donald Trump Jr. (@DonaldJTrumpJr) July 5, 2018

Oakland Police made it clear at the time that they did not participate in the investigation due to their Sanctuary City status, but did help with traffic control.

The August 2017 incident is receiving renewed scrutiny on social media as leftists continue to call for the Immigrations and Customs Enforcement federal agency to be abolished.

Oakland is the same Sanctuary City where Mayor Libby Schaff tipped off illegal aliens that ICE agents would be conducting raids in the community earlier this year. President Donald Trump later publicly dressed down Schaff, calling her actions a “disgrace.”

Pres. Trump says Oakland Mayor is being scrutinized following her decision to warn residents ahead of ICE raid: ""What she did is incredible, and very dangerous from the standpoint of ICE, and border patrol."" https://t.co/fmuC77lcM4 pic.twitter.com/LRddfTme0C — ABC News (@ABC) March 8, 2018

Follow @AdanSalazarWins

Facebook: https://www.facebook.com/adan.salazar.735",https://www.infowars.com/wp-content/uploads/2018/07/ice-raid-oakland2356.jpg,[],https://www.infowars.com/flashback-leftists-protest-ice-agents-busting-child-sex-ring/,2018-07-05 14:04:50-05:00
"Watch Live: Democrats Openly Launch Civil War In Attempt To Collapse US Border, Ending America",['Infowars.Com -'],"Get Informed

Sign up for our free newsletter so that you can get around the censors no matter how much they try to block our information. Get up-to-the-minute news updates, videos, and other exclusives.",https://www.infowars.com/wp-content/uploads/2016/01/Handupamerica-1.jpg,[],https://www.infowars.com/watch-live-let-the-trade-wars-begin-china-hits-back-with-tariffs/,2018-07-06 08:11:57-05:00
Italian Newspaper Claims ‘Global Elite’ Working to Transform Europe Through Mass Migration,[],"Italian writer Giampaolo Rossi has claimed that elites across Europe are attempting to change the nature of the continent by facilitating the mass migration of millions from Africa to Europe.

Mr Rossi cited a recent interview with Africa expert Stephen Smith who said that “within two generations, at least 100 million young Africans will be ready to come to Europe”, noting that 40 percent of Africans today are under the age of 15.

“This exodus will destabilise our societies,” Rossi writes in a post for his blog on Italian newspaper Il Giornale and notes that integration can take up to one or two generations.

Rossi blames the “globalist elite” claiming that people like Hungarian-born left-wing billionaire George Soros are behind the push for mass migration into Europe, calling the process the “Soros Plan”.

The term Soros Plan has been used before by Hungarian Prime Minister Viktor Orbán who has successfully rallied against the influence of Mr Soros and his considerable network of civil society groups.

Read more",https://www.infowars.com/wp-content/uploads/2018/04/African-migrants-1.jpg,['https://www.youtube.com/embed/8fwR3jaDc8U'],https://www.infowars.com/italian-newspaper-claims-global-elite-working-to-transform-europe-through-mass-migration/,2018-07-06 06:26:56-05:00
Thai boys 'can walk but can't dive yet',[],"The 12 boys and their football coach trapped in waterlogged caves in Thailand will not be rescued overnight as they ""cannot dive"", officials say.

The boys have been trapped for nearly two weeks in a chamber in the Tham Luang cave complex.

They ventured in while the cave was dry but were caught out by a sudden deluge of rain, which flooded the system.

Earlier, a former Thai navy diver died on his way out of the caves after delivering air tanks to those trapped.

This breaking news story is being updated and more details will be published shortly. Please refresh the page for the fullest version.

You can receive Breaking News on a smartphone or tablet via the BBC News App. You can also follow @BBCBreaking on Twitter to get the latest alerts.",https://ichef.bbci.co.uk/news/1024/branded_news/7A23/production/_97176213_breaking_news_bigger.png,[],https://www.bbc.co.uk/news/world-asia-44747049,2018-07-06T18:44:49
Trump to visit Windsor and Chequers on UK trip,[],"Image copyright EPA Image caption Melania Trump is joining her husband on the visit

Donald Trump will meet the Queen at Windsor and hold talks with the prime minister at Chequers on his two-day visit to the UK next week.

The itinerary for Thursday and Friday confirms the US president will stay at the US Ambassador's House in Regent's Park overnight.

But he will spend much of his time outside London at formal events.

Protests in the capital will go ahead as planned, organisers have said, with others set to demonstrate in Scotland.

BBC diplomatic correspondent James Robbins said it would be ""the most controversial visit ever made by an American president to Britain"".

Despite some pomp and ceremony, it will be ""far from the original state visit promised to President Trump"" and remains what is deemed a working trip, Robbins added.

Robbins said it was also ""really noticeable that he will barely spend any time in London"" - perhaps to avoid the protests.

But US ambassador to the UK, Woody Johnson, said there was no deliberate plan to keep Mr Trump out of the capital or away from protests, and he was ""focused on his objectives"".

He added that it was a ""short trip, packed with things he has to do"", but that President Trump ""will be spending a lot of time in central London"".

Groups organising protests on Friday have vowed to ""be heard"" whether he is in the capital or not.

Skip Twitter post by @womensmarchlon ☕️ with the Queen

🏌️‍♂️ in Scotland

📸 and 🍴 at Bleinham where #Churchill was born



But the word will be spread far and wide across the globe#BringTheNoise

We're going to be loud

We're going to be heard.



We will be heard. — Women's March London (@womensmarchlon) July 6, 2018 Report

President Trump will fly in to the UK on Thursday afternoon with First Lady Melania Trump, following a Nato summit in Brussels.

The couple will attend a black-tie dinner on Thursday hosted by Theresa May at Blenheim Palace in Oxfordshire - the birthplace of Sir Winston Churchill.

The president will be greeted with a military ceremony in the Great Court, with the bands of the Scots, Irish and Welsh Guards playing the Liberty Fanfare, Amazing Grace and the National Emblem.

Image caption A black-tie dinner will be held at Blenheim Palace

Invited guests, including a number of business leaders, will eat dinner to the sounds of the Countess of Wessex's Orchestra, which will play a ""series of classic British and American hits"", according to Mrs May's deputy spokeswoman.

Mr Trump, whose mother was Scottish, will then be piped out at the end by the Royal Regiment of Scotland.

After spending the night at Winfield House in London, hosted by his ambassador Mr Johnson, the president will join the prime minister to watch a UK military exercise, before the pair travel to Chequers - the PM's country residence in Buckinghamshire - for bilateral talks.

The president and first lady will then travel to Windsor to meet the Queen on Friday afternoon.

On the final leg of the tour, the couple will fly to Scotland, where they plan to spend the weekend.

Image copyright PA

BBC diplomatic correspondent Robbins said while the government realises it is a controversial trip, President Trump is ""fully entitled"" to be welcomed into the UK in this way.

The government also stressed that previous presidents have met prime ministers at Chequers rather than at No 10, including Richard Nixon and both the Bushes.

US ambassador Mr Johnson said the ""special relationship"" between the UK and the US was ""as strong as ever"", and that Mr Trump knows the UK ""better than any other modern president"".

State visit?

Mrs May announced President Trump would be coming for a state visit to the UK in January 2017 after she became the first foreign leader to meet with him in Washington following his inauguration.

But after a lot of backlash from MPs and more than one million people signing a petition against the trip, a date has still not been set for the state visit.

Media playback is unsupported on your device Media caption What is a state visit? Frankie McCamley explains

Thousands are expected to protest in London on Thursday and Friday against the president's working visit.

London Mayor Sadiq Khan has granted permission for a giant inflatable figure depicting Mr Trump as a baby to fly over Westminster for two hours on the second day of the president's visit.

Daniel Jones, part of the group that organised the blow-up caricature, said he hoped Mr Trump would take note of their efforts online, even if he could not see it in person.

He added that, ""like it or not"", the government would not be able to ""smuggle"" the president around the country ""without him seeing anything"".

Others are holding marches through the city and in Scotland - where President Trump owns golf courses.",https://ichef.bbci.co.uk/news/1024/branded_news/6875/production/_102414762_4dfb2f4e-97ce-4fc0-9239-1eea48a66b10.jpg,[],https://www.bbc.co.uk/news/uk-44741671,2018-07-06T18:24:41
Boy charged with rape and murder of six-year-old Alesha MacPhail,[],"Image copyright Getty Images Image caption Tributes to Alesha were left on the Isle of Bute alongside a school photograph of her

A 16-year-old boy has been charged with the rape and murder of schoolgirl Alesha MacPhail.

The six-year-old's body was found on the Isle of Bute on Monday, just hours after she was reported missing.

The teenager, who was arrested on Wednesday, appeared in private before Greenock Sheriff Court on Friday.

Alesha, who was from Airdrie, North Lanarkshire, had been staying at her grandmother's house when she was reported missing at 06:25 on Monday.

During a brief appearance the boy, who cannot be named for legal reasons, made no plea or declaration and was remanded in custody.

He is expected to return to court next week.",https://ichef.bbci.co.uk/news/1024/branded_news/BEF7/production/_102378884_047933405.jpg,[],https://www.bbc.co.uk/news/uk-scotland-glasgow-west-44738881,2018-07-06T15:56:41
Amesbury Novichok contaminated item search continues,[],"Image copyright Facebook Image caption Dawn Sturgess and Charlie Rowley fell ill on Saturday in Amesbury, Wiltshire

Police in hazmat suits have entered a hostel in Salisbury as they search for the item contaminated with the nerve agent that poisoned a couple.

Investigators in protective clothing began searching John Baker House, where one of the victims, Dawn Sturgess, 44, lives, on Friday afternoon.

Police believe Charlie Rowley, 45, and Ms Sturgess were exposed to Novichok after handling the unknown object.

The pair remain in a critical condition in hospital.

The item was unlikely to have been left in the open before they touched it, a government scientist has told BBC News.

BBC home affairs correspondent Daniel Sandford said the search for the item could take ""weeks or months"" and that no objects have yet been collected for testing.

Novichok can be degraded by rainwater and sunlight over time - meaning it was probably discovered by the pair in a contained space, the government scientist said.

But other experts have said the nerve agent was designed to be persistent and not break down.

Image copyright PA Image caption Police in hazmat suits have searched the Salisbury hostel where one of the victims lives

Speaking to BBC security correspondent Frank Gardner, the government scientist said the Novichok was so toxic it was able to pass through the skin and did not need to be ingested.

The source added that Mr Rowley and Ms Sturgess's symptoms were the same as those shown by Russian ex-spy Sergei Skripal and his daughter Yulia.

They were both poisoned with Novichok in nearby Salisbury in March.

Conservative MP Tom Tugendhat said the latest incident was a result of a ""war crime"" by Russia - and that using a nerve agent in a civilian area was a ""vile act of terror"".

But Russia - which denies involvement in either incident - said the UK was trying to ""muddy the waters"" and ""intimidate its own citizens"".

Who are the victims?

Media playback is unsupported on your device Media caption Footage shows Ms Sturgess in Salisbury days before her collapse

Ms Sturgess is understood to be a mother of three who lives at the Salisbury hostel, which offers supported accommodation.

A close friend of Ms Sturgess's, who also lived at John Baker House, described her as a ""loving and caring person"".

Mr Rowley's brother Matthew told the BBC: ""He's a lovely guy and would do anything for you. He's a sweetheart basically.""

Media playback is unsupported on your device Media caption Charlie Rowley's brother Matthew describes how he found out what had happened

What happened to them?

On Saturday, paramedics were called twice to a flat in Muggleton Road in Amesbury - first at 11:00 BST after Ms Sturgess collapsed.

Medics attended again several hours later, after Mr Rowley also fell ill.

A friend of the couple, Sam Hobson, said after Ms Sturgess was taken to hospital, he and Mr Rowley went to a chemist in Amesbury to collect a prescription before going to an event at a nearby Baptist church.

The two men returned to the flat and planned to visit the hospital but Mr Rowley ""started feeling really hot and sweaty"" and began ""acting all funny"", Mr Hobson, 29, said.

Media playback is unsupported on your device Media caption Sam Hobson, a friend of one of the Amesbury poisoning victims, describes the symptoms he witnessed

""He was rocking against the wall and his eyes were red, pinpricked, and he started sweating loads and dribbling, so I had to phone an ambulance for him,"" said Mr Hobson.

Based on information from a friend and items found at the flat, Wiltshire Police initially thought the pair had fallen ill after using a contaminated batch of heroin or crack cocaine.

But after tests at the government's military research facility at Porton Down, a major incident was declared and it was confirmed they had been exposed to Novichok.

What are the police investigating?

Image caption At midday on Friday, there was an increased police presence in Muggleton Road - where the couple were found - with fire engines also attending.

Police do not believe Mr Rowley and Ms Sturgess were victims of a targeted attack, but instead came into contact with the substance in Amesbury or Salisbury.

Home Secretary Sajid Javid said the ""strong working assumption"" was that the pair came into contact with Novichok in a location which had not been cleaned up following the Skripal poisoning.

Assistant Commissioner of Specialist Operations Neil Basu said that ""around 100 detectives"" from the Counter Terrorism Policing Network were working on the investigation.

Five areas have been cordoned off: Muggleton Road, Boots pharmacy and the Baptist church in Ambesbury; John Baker House and Queen Elizabeth Gardens in Salisbury.

What has the government said?

Mr Javid called on Russia to explain ""exactly what has gone on"".

The home secretary added he was ""comfortable"" the ""exact same nerve agent"" had been used in both the Salisbury and Amesbury poisonings - but added it was not yet known if they were from the same batch.

Mr Tugendhat, chair of the Foreign Affairs Committee, said responsibility for the incident ""lies pretty clearly in the Kremlin, who are willing to use a persistent nerve agent among civilian communities"".

Skip Twitter post by @RussianEmbassy UK reaction to Amesbury incident puzzling. Russia proposed a joint investigation into Salisbury from the very outset, proposal remains valid. Instead of cooperating, London prefers to muddy the waters, confuse and intimidate its own citizens.

https://t.co/lGR769N5ID pic.twitter.com/TwIF9iCxKQ — Russian Embassy, UK (@RussianEmbassy) July 5, 2018 Report

In response to Mr Javid's comments, Russia said the British government was subjecting them ""to hell"".

Russian foreign ministry spokeswoman Maria Zakharova urged police not to be led by the ""dirty political game"" and said she was confident the UK would have to apologise to Russia.

Russian newspapers have also been following developments. ""Return of wandering Novichok"" is the headline in Moskovsky Komsomolets, in an article which says the UK is ""incapable of ensuring security of its citizens"" and Russia is the ""one to blame for anything"".

Meanwhile, the Rossiyskaya Gazeta says the poisoning could have been a ""consequence of the Porton Down staff losing vigilance"".

Are you in the area? Do you have any information to share? Email haveyoursay@bbc.co.uk.

You can also contact us in the following ways:",https://ichef.bbci.co.uk/news/1024/branded_news/DE7F/production/_102395965_sturgesscharlierrowley.jpg,[],https://www.bbc.co.uk/news/uk-44733873,2018-07-06T16:48:23
Venus Williams beaten by Kiki Bertens in Wimbledon third round,[],"Media playback is not supported on this device Venus Williams is the latest top seed out of the tournament

Wimbledon 2018 on the BBC Venue: All England Club, Wimbledon Dates: 2-15 July Coverage: Watch live on BBC TV, BBC iPlayer, BBC Red Button, Connected TVs and the BBC Sport website and app; Live Radio 5 live and 5 live sports extra commentary; Text commentary online.

Five-time Wimbledon champion Venus Williams became the eighth of the top 10 seeds to be knocked out after a third-round defeat by Kiki Bertens.

Ninth seed Williams, 38, was beaten 6-2 6-7 (5-7) 8-6 by the 26-year-old Dutchwoman on Court One.

Williams' fellow American Madison Keys lost nine consecutive games in her defeat to qualifier Evgeniya Rodina.

The 10th seed lost 7-5 5-7 6-4 in two hours 10 minutes against the Russian, who is ranked 120th in the world.

However, younger sister Serena to reach the last 16.

Venus Williams made a sluggish start to the contest and her body language in the first set belied her frustration.

At 5-1 Williams, who won Wimbledon in 2000, 2001, 2005, 2007 and 2008, saved a set point on her serve to avoid being broken for a third time.

However, 20th seed Bertens remained unflustered and clinically closed out the set with an ace.

World number nine Williams eventually found some rhythm in the second set as the pair twice traded breaks - Beterns missing a chance to serve out for the match at 5-4 up.

In the tie-break that followed, Williams won two mini breaks to have a 6-2 advantage only to fluff a chance to close out the set before she eventually levelled the match.

The pair exchanged early breaks in the third set before Bertens squandered two break points in the eighth game as Williams held.

Williams saved two match break points on deuce at 7-6 down, but the pressure told and she struck a return low into the net to hand Bertens the victory in two hours and 40 minutes.

Keys cut down by Rodina

Media playback is not supported on this device Wimbledon 2018: Madison Keys out in shock defeat - highlights

Keys, 23, had seemingly been cruising to the first set at 5-2 up only for the momentum to dramatically swing back to unheralded Russian Rodina.

The world number 11 made numerous unforced errors which allowed 29-year-old Rodina to come back into the match and take the first set.

Keys continued to struggle early in the second set as her losing streak of games continued and at 4-0 down the match appeared Rodina's for the taking.

However, the American suddenly rediscovered her mojo and produced a superb fightback to win the second set.

Rodina received lengthy treatment from the physio early in the third set and did not move around the court as freely.

Both players regularly exchanged breaks in a scrappy third set, before Rodina kept her nerve at 5-4 up to reach the fourth round of a Grand Slam for the first time in her career.

Ekaterina Makarova, who knocked out second seed Caroline Wozniacki in the third round, also progressed.

The 30-year-old Russian beat Lucie Safarova of the Czech Republic 4-6 6-4 6-1 to seal her place in the last 16.

Germany's Julia Goerges, the 13th seed, overcame Czech 23rd seed Barbora Strycova 7-6 (7-3) 3-6 10-8.

Georges will face Croatia's Donna Vekic next after she defeated Yanina Wickmayer 7-6 (7-2) 6-1.",https://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/FD53/production/_102415846_gettyimages-992678942.jpg,[],https://www.bbc.co.uk/sport/tennis/44740071,2018-07-06T17:31:21
